nohup: ignoring input
Query 1: s=2958907, t=1852691... Flow=22790000, Time=5084 ms
Iteration 27: init_hl=0.055 ms, bfs=71.390 ms, push_relabel=0.225 ms, remove_invalid=21.402 ms
Iteration 28: init_hl=0.054 ms, bfs=70.871 ms, push_relabel=0.214 ms, remove_invalid=21.888 ms
Iteration 29: init_hl=0.053 ms, bfs=71.379 ms, push_relabel=0.150 ms, remove_invalid=21.836 ms
Iteration 30: init_hl=0.053 ms, bfs=70.714 ms, push_relabel=0.073 ms, remove_invalid=21.416 ms
Iteration 31: init_hl=0.054 ms, bfs=71.733 ms, push_relabel=0.226 ms, remove_invalid=21.178 ms
Iteration 32: init_hl=0.053 ms, bfs=68.629 ms, push_relabel=0.126 ms, remove_invalid=21.954 ms
Iteration 33: init_hl=0.054 ms, bfs=68.333 ms, push_relabel=0.262 ms, remove_invalid=22.214 ms
Iteration 34: init_hl=0.054 ms, bfs=68.319 ms, push_relabel=0.080 ms, remove_invalid=21.580 ms
Iteration 35: init_hl=0.054 ms, bfs=68.480 ms, push_relabel=0.078 ms, remove_invalid=21.566 ms
Iteration 36: init_hl=0Flow=895539, Time=7925 ms
Query 5: s=3022527, t=3660013... .054 ms, bfs=68.194 ms, push_relabel=0.074 ms, remove_invalid=21.527 ms
Iteration 37: init_hl=0.056 ms, bfs=67.725 ms, push_relabel=0.073 ms, remove_invalid=22.101 ms
Iteration 38: init_hl=0.054 ms, bfs=68.703 ms, push_relabel=0.227 ms, remove_invalid=21.089 ms
Iteration 39: init_hl=0.054 ms, bfs=70.747 ms, push_relabel=0.130 ms, remove_invalid=21.293 ms
Iteration 40: init_hl=0.054 ms, bfs=71.142 ms, push_relabel=0.072 ms, remove_invalid=22.096 ms
Iteration 41: init_hl=0.072 ms, bfs=70.529 ms, push_relabel=0.076 ms, remove_invalid=21.561 ms
Iteration 42: init_hl=0.055 ms, bfs=70.493 ms, push_relabel=0.074 ms, remove_invalid=21.922 ms
Iteration 43: init_hl=0.053 ms, bfs=70.898 ms, push_relabel=0.078 ms, remove_invalid=21.286 ms
Iteration 44: init_hl=0.055 ms, bfs=71.484 ms, push_relabel=0.072 ms, remove_invalid=21.130 ms
Iteration 45: init_hl=0.054 ms, bfs=71.091 ms, push_relabel=0.403 ms, remove_invalid=21.147 ms
Iteration 46: init_hl=0.054 ms, bfs=70.818 ms, push_relabel=0.072 ms, remove_invalid=21.717 ms
Iteration 47: init_hl=0.056 ms, bfs=70.514 ms, push_relabel=0.073 ms, remove_invalid=21.628 ms
Iteration 48: init_hl=0.054 ms, bfs=70.715 ms, push_relabel=0.072 ms, remove_invalid=21.504 ms
Iteration 49: init_hl=0.053 ms, bfs=71.202 ms, push_relabel=0.221 ms, remove_invalid=22.043 ms
Iteration 50: init_hl=0.054 ms, bfs=71.176 ms, push_relabel=0.216 ms, remove_invalid=21.497 ms
Iteration 51: init_hl=0.053 ms, bfs=70.894 ms, push_relabel=0.215 ms, remove_invalid=21.652 ms
Iteration 52: init_hl=0.054 ms, bfs=72.834 ms, push_relabel=0.126 ms, remove_invalid=21.623 ms
Iteration 53: init_hl=0.055 ms, bfs=72.979 ms, push_relabel=0.091 ms, remove_invalid=21.598 ms
Iteration 54: init_hl=0.054 ms, bfs=73.393 ms, push_relabel=0.214 ms, remove_invalid=21.391 ms
Iteration 55: init_hl=0.054 ms, bfs=72.692 ms, push_relabel=0.079 ms, remove_invalid=22.250 ms
Iteration 56: init_hl=0.054 ms, bfs=73.789 ms, push_relabel=0.073 ms, remove_invalid=21.959 ms
Iteration 57: init_hl=0.054 ms, bfs=72.975 ms, push_relabel=0.076 ms, remove_invalid=22.117 ms
Iteration 58: init_hl=0.055 ms, bfs=72.775 ms, push_relabel=0.072 ms, remove_invalid=21.758 ms
Iteration 59: init_hl=0.054 ms, bfs=73.100 ms, push_relabel=0.109 ms, remove_invalid=21.365 ms
Iteration 60: init_hl=0.053 ms, bfs=73.584 ms, push_relabel=0.115 ms, remove_invalid=21.366 ms
Iteration 61: init_hl=0.054 ms, bfs=72.710 ms, push_relabel=0.222 ms, remove_invalid=21.313 ms
Iteration 62: init_hl=0.054 ms, bfs=72.861 ms, push_relabel=0.218 ms, remove_invalid=21.232 ms
Iteration 63: init_hl=0.054 ms, bfs=70.533 ms, push_relabel=0.130 ms, remove_invalid=21.690 ms
Iteration 64: init_hl=0.054 ms, bfs=71.364 ms, push_relabel=0.704 ms, remove_invalid=21.551 ms
Iteration 65: init_hl=0.055 ms, bfs=70.407 ms, push_relabel=0.710 ms, remove_invalid=21.255 ms
Iteration 66: init_hl=0.054 ms, bfs=69.925 ms, push_relabel=0.118 ms, remove_invalid=22.259 ms
Iteration 67: init_hl=0.054 ms, bfs=70.397 ms, push_relabel=0.706 ms, remove_invalid=21.363 ms
